,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
31,S_hynix,전기·전자,2016,Q4,0.21299973503567776,-0.07395957274557574,-0.0710983063433126,-0.00772594542518501,-0.9720054193181309,-0.004499254253457652,-0.08663715310088627,-0.08300933487987683,0.0,-0.0935158247698511,0.07518172570827412,000660
31,SEBANG_Global_Battery,전기·전자,2016,Q4,-0.0774324172961597,-0.031037522143413376,-0.021229847970402282,-0.00772594542518501,-0.9720054193181309,-0.08865610040508098,-0.08865610040508098,-0.08865610040508076,-0.08865610040508076,-0.08865610040508076,0.004802767074276487,004490
32,Hansol_Technics,전기·전자,2016,Q4,-0.19666738001562994,0.23424465274237227,0.17187524090543338,-0.00772594542518501,-0.9720054193181309,0.0,-0.08865800471813934,-0.08865800471813912,0.0,0.0,-0.05110484513745009,004710
32,Samsung_Electronics,전기·전자,2016,Q4,0.06868060663594748,-0.042758375605147725,-0.06718597188691122,-0.00772594542518501,-0.9720054193181309,-0.07794392507887427,-0.057334101876450605,-0.07077633105699843,-0.09747574025938599,-0.06124584175134262,0.11732795035842752,005930
32,Samsung_SDI,전기·전자,2016,Q4,-0.15812795254659517,0.03809371786442828,0.011459343479045647,-0.00772594542518501,-0.9720054193181309,-0.08571619505407435,-0.08571619505407413,-0.08571619505407435,0.0,-0.08571619505407413,0.12410634982457402,006400
31,Dong-A_Tire,전기·전자,2016,Q4,-0.1096940389005859,0.0010935575790660401,0.01683749702470161,-0.00772594542518501,-0.9720054193181309,-0.08865623596914096,-0.08865623596914074,-0.08865623596914074,-0.08865623596914096,-0.08865623596914074,-0.003904702834429269,007340
32,Samsung_Electro-Mechanics,전기·전자,2016,Q4,-0.07898421034862024,0.00860699224640471,-0.009751100920568412,-0.00772594542518501,-0.9720054193181309,-0.08824463714562225,-0.08824463714562225,-0.08824463714562225,-0.08824463714562203,-0.08824463714562225,0.031643993906192956,009150
31,LS_Electric,전기·전자,2016,Q4,-0.16787045126275685,-0.010644039889524226,-0.007988187004816849,-0.00772594542518501,-0.9720054193181309,-0.0886346610063884,-0.08863466100638817,-0.0886346610063884,-0.08863466100638817,-0.08863466100638817,-0.05210591949619969,010120
31,LG_Innotek,전기·전자,2016,Q4,-0.05749638602552328,-0.09593632308681777,-0.043893774029364785,-0.00772594542518501,-0.9720054193181309,-0.08864284415518764,-0.08864284415518764,-0.08864284415518764,-0.08864284415518764,-0.08864284415518764,0.12995549427807188,011070
31,Iljin_Materials,전기·전자,2016,Q4,-0.19130377810273919,-0.053386918468912414,-0.08845893484044653,-0.00772594542518501,-0.9720054193181309,-0.08866146676980646,-0.08866146676980668,-0.08866146676980668,-0.08866146676980668,-0.08866146676980668,-0.14608740760210445,020150
31,Korea_Electric_Terminal,전기·전자,2016,Q4,-0.1753047072318805,-0.03203586390098301,-0.02225310364610933,-0.00772594542518501,-0.9720054193181309,-0.08866304335303088,-0.08866304335303088,-0.0886630433530311,-0.0886630433530311,-0.08866304335303088,0.026831461907974884,025540
32,Sindoh,전기·전자,2016,Q4,-0.051151208360548664,-0.012639141979084556,-0.009600250345092487,-0.00772594542518501,-0.9720054193181309,-0.08865457723188142,-0.08865457723188164,-0.08865457723188142,-0.08865457723188142,-0.08865457723188142,0.09607329197333436,029530
31,LG_Display,전기·전자,2016,Q4,0.00927421931266409,-0.10512722363164317,-0.027789084178410528,-0.00772594542518501,-0.9720054193181309,-0.050967769390874995,-0.07788924850545942,-0.07709589879809986,-0.05097098594462346,-0.05097098594462324,0.10550595607482394,034220
31,LG_Electronics,전기·전자,2016,Q4,-0.17225212579174132,0.02436979653621829,-0.012641636855472926,-0.00772594542518501,-0.9720054193181309,-0.08787519361446416,-0.08160991581881838,-0.0996834976022245,0.0,-0.08701069419699836,0.06861271106047129,066570
