,name,sector,year,quarter,비유동자산변화율,비유동부채변화율,부채총계변화율,영업이익변화율,유동부채변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,1인평균급여변화율,주주 수변화율,Label,Code
22,Hankook_Tire_Worldwide,Automotive_&_Parts,2019,Q1,0.003718567382996918,-0.12463445322893807,-0.37430164536141697,-1.9137063560013834,-1.0813336115053933,0.05859632124155548,-0.01682384158063166,-0.013126915770879988,0.22422569194385267,-0.45459303904813364,-0.1131106159973099,000240
23,Kia_Corp,Automotive_&_Parts,2019,Q1,-0.03542275701506514,0.17763070259630787,0.03739495055145514,-0.8984330261856421,-0.083641237354253,0.08997024147169447,-0.012954363460790264,-0.004948177851475499,0.045675532745784064,-0.5961163929698745,0.006943591865531604,000270
22,Nexen_Tire,Automotive_&_Parts,2019,Q1,-0.026850139374288595,-0.002524476482528959,-0.03552959077219353,0.03386571373467939,-0.08543957624229304,0.09648517746031468,-0.01243023634011342,-0.02758408465285722,0.12245234564066176,-1.8796971924497194,0.043857941806119925,002350
22,Korean_Air,Automotive_&_Parts,2019,Q1,-0.06987330983599005,-0.07614951994034302,-0.06868276614438718,147.69482266081778,-0.054828295500299884,0.3116130964039144,-0.0604506895204755,-0.061318892024349925,0.09076095479432911,-2.4355518145882424,-0.08322994188499355,003490
22,SsangYong_Motor,Automotive_&_Parts,2019,Q1,-0.027999757992966057,-0.09518441239469833,-0.16091189207773549,-79.35562578203034,-0.19512292048446134,0.000696678209410273,-0.09457893640609338,-0.1738929674570202,0.7928433187925811,-0.23293080604183047,0.23810023250744164,003620
22,SEBANG_Global_Battery,Automotive_&_Parts,2019,Q1,-0.06544657816272292,-0.9971933644070863,-0.10540843221649587,0.28693031777040456,-0.0755606329029499,0.08861216603694932,-0.03441598930527556,-0.030791978544285392,0.08326531593486608,-1.8525504946000275,0.24789520503964693,004490
22,Hyundai_Motor,Automotive_&_Parts,2019,Q1,-0.019347027083786328,-0.052303152023927435,-0.033495855149040965,3.6965775719787275,-0.026955606728043868,0.04276048110403936,-0.01110625676261745,-0.012674007159825473,0.1291921713193449,-1.6709083675825633,-0.03283632735337244,005380
22,Dong-A_Tire,Automotive_&_Parts,2019,Q1,0.0008475161248355789,-0.042210114571070045,0.010375937038623273,0.27017380649283185,0.0262801186698729,0.04679344813700641,0.003993734799092263,-0.007701500157698549,0.179284132342463,0.16030940245536673,-0.0050284186036232345,007340
22,Seoyon,Automotive_&_Parts,2019,Q1,0.001695756840309981,0.05252643427132653,0.12768836765559743,-15.93920766819313,0.1757863242216655,-0.10133611996930589,0.001266688138461869,0.001113480507574205,-0.3453913644273605,-0.39855520143431455,0.10724622118749491,007860
22,Seohung,Automotive_&_Parts,2019,Q1,-0.0003990713431842874,-0.003438633117894385,-0.07325543899247777,-0.28554719047026467,-0.12705962238444313,-0.12117414656860748,0.007648017655429329,0.02402114992473059,0.14765127830809777,-0.5852857735063883,0.04609122334299375,008490
22,Motonic,Automotive_&_Parts,2019,Q1,-0.09628440226249602,-0.12622729527957977,-0.15982869325051974,0.17844007575543763,-0.17781314638246215,0.18169520568545164,0.003537352550042505,0.009213232820738715,0.06476180004372822,-0.6919343415022756,0.16014239605088287,009680
22,Hwashin,Automotive_&_Parts,2019,Q1,0.0006666897351393919,-0.5079141749874485,-0.06244269833181848,-0.1516344244781227,-0.022436824309492343,-0.09627388878139434,-0.027400821494487637,-0.04883032943383325,0.1284750674494871,-0.9493324658562869,-0.041524270615783794,010690
23,Hyundai_Mobis,Automotive_&_Parts,2019,Q1,-0.014685347796268289,-0.1881993544903111,-0.1815764765058474,0.3596856290344599,-0.18110275299737788,-0.024333535989977728,-0.03558923191875896,0.010705555878042783,0.0664556426916798,-2.1492000576107437,0.044630585027260826,012330
22,S-1_Corporation,Financials,2019,Q1,-0.029959053105437228,-0.2140096816635919,-0.28347851850734296,-0.03454908318823713,-0.30966935086423586,0.23561762396118224,-0.03970854818067315,-0.04013762251898334,0.1424530120151194,-0.5775652310806731,-0.049857603949117126,012750
22,Hanon_Systems,Automotive_&_Parts,2019,Q1,-0.7184902411829814,-0.46039965207276046,-0.37945771488297164,1.3933523397561212,-0.2833103713643945,-0.018384279647020607,-0.5684860122765145,-0.5684860122765154,0.11207722347808824,-0.5684860122765145,0.0010683219768087976,018880
22,Hansum,Automotive_&_Parts,2019,Q1,0.00084614227586155,-6.82292936074815,0.016051668662595664,0.09041204298855854,0.10788335942805372,0.09148692022782948,-0.02896765398551593,-0.026296371895374593,0.18804572175600587,-0.930796109924612,0.19108947125979653,020000
22,Kumho_Tire,Automotive_&_Parts,2019,Q1,-0.030143224008559066,-0.0037508838805107025,-0.019430968045069053,1.4943489425324432,-0.047442978912221934,0.13310881201840802,-0.08242560196278959,-0.2430828689232556,0.04430654804647116,-0.37214221739169484,-0.22688208605834498,073240
22,Hyundai_Glovis,Automotive_&_Parts,2019,Q1,-0.08450707870375962,-0.07406460986048247,-0.14351779136991016,0.06420994281963832,-0.17922609911218212,0.1273625058643042,-0.04399166945346478,-0.06434394173503,-0.03325646454703035,-0.08140509470028157,-0.04984204555847705,086280
22,Hankook_Tire_&_Technology,Automotive_&_Parts,2019,Q1,0.001054173216635368,0.34930345256445916,-0.13543072108336784,0.1648690120458315,-0.39854118757069523,-0.06577798043442218,0.029875082893119353,-0.0029824422653110805,0.06411021774649228,-0.20073644118022949,-0.11360760394911712,161390
