,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,자산총계 변화율,부채총계 변화율,법인세차감전 순이익 변화율,Label,Code
21,SK하이닉스,2019,Q3,정보기술,-0.01912626738862036,0.10988375946028328,0.006626944254950917,-0.005245816107896095,-0.061221656897542776,-0.11590375044892509,0.17186527887685207,000660
21,LG,2019,Q3,정보기술,-0.059076556994462875,0.28195806250229527,-0.019541317621319054,0.004043136173175199,0.02026464713715037,0.32625316164635554,-0.026056770304569987,003550
21,한솔테크닉스,2019,Q3,정보기술,-0.03381547227701083,0.6051831047173695,-0.011038453416539196,0.16263274192634136,0.04277792319205398,0.6852066262571892,-0.16385875546968584,004710
21,삼성전자,2019,Q3,정보기술,0.0964626239919313,0.1286485991599169,-0.0021801297177039825,0.021135782958908722,0.062490946669257585,0.3442018624529677,0.10129919395021802,005930
21,삼성SDI,2019,Q3,정보기술,-0.15386900337354675,0.21130646155212407,0.006294817081210269,-0.01289914141739923,-0.0735926110558025,0.7305262094317002,0.22598516810216482,006400
21,대덕전자,2019,Q3,정보기술,-0.026854043612573375,-0.6168175395735405,0.10198826946155015,0.010078709214095483,-0.06574243010751912,-0.4087637112322533,-0.18100158147013987,008060
21,삼성전기,2019,Q3,정보기술,0.1282414232109355,-0.6646283110425835,0.013839957472814746,0.04332673882034155,0.1070920987953119,-0.04269245558973711,0.07248153761811083,009150
21,LG이노텍,2019,Q3,정보기술,-0.0026629546692488043,-5.061705539495673,-0.01142560923185143,0.13161319336196065,0.18344608055508194,-4.914422791197361,0.08242806168228194,011070
21,삼성에스디에스,2019,Q3,정보기술,-0.12666487098991314,-0.41438744138315553,-0.016683793849118334,0.01559355017006303,0.012658078936629957,-0.3986011941305433,-0.08633409967080893,018260
21,일진머티리얼즈,2019,Q3,정보기술,-0.07650721191190342,0.25640390018178816,-0.0135245777359978,0.04427993026330079,0.19925249678328538,0.2586307782328847,-0.04097030756640763,020150
21,신도리코,2019,Q3,정보기술,-0.11749472031828928,-0.4152622481044672,-0.012980846568642623,0.01524003669372398,0.18349458647696104,-0.40414496127695776,-0.28160462578843937,029530
21,LG디스플레이,2019,Q3,정보기술,0.01689263455515619,0.4102421989189826,-0.015471550757382158,0.04601276625822637,0.12103456706275684,0.7159777417400293,-0.04806081581326507,034220
21,SK,2019,Q3,정보기술,0.24928080050031282,1.6044164411700805,0.005196774778963409,0.007428212033707915,0.011037358000902886,-0.2196468429539371,-0.21643341839361938,034730
21,한미반도체,2019,Q3,정보기술,-0.06121368468929442,548.6037306150675,-0.164189088428788,0.03722908539068048,-0.16119367008598917,-30.131734620319566,0.24713102901755674,042700
21,LG전자,2019,Q3,정보기술,0.037752934426992193,-1.6219042868930185,-0.01401963933315753,-0.009624301347845088,-0.001415434804856175,-1.6296645320322818,-0.1049964682469918,066570
