,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,이익잉여금 변화율,국제유가 변화율,Label,Code
21,SK하이닉스,2019,Q3,정보기술,-0.01912626738862036,0.10988375946028328,-0.061221656897542776,0.010179056964029431,-0.10146539633409102,0.17186527887685207,000660
21,LG,2019,Q3,정보기술,-0.059076556994462875,0.28195806250229527,0.02026464713715037,0.005851409866267199,-0.10146539633409102,-0.026056770304569987,003550
21,한솔테크닉스,2019,Q3,정보기술,-0.03381547227701083,0.6051831047173695,0.04277792319205398,0.9305731994700099,-0.10146539633409102,-0.16385875546968584,004710
21,삼성전자,2019,Q3,정보기술,0.0964626239919313,0.1286485991599169,0.062490946669257585,0.012914860324851674,-0.10146539633409102,0.10129919395021802,005930
21,삼성SDI,2019,Q3,정보기술,-0.15386900337354675,0.21130646155212407,-0.0735926110558025,0.01711332787797737,-0.10146539633409102,0.22598516810216482,006400
21,대덕전자,2019,Q3,정보기술,-0.026854043612573375,-0.6168175395735405,-0.06574243010751912,0.23048452294962707,-0.10146539633409102,-0.18100158147013987,008060
21,삼성전기,2019,Q3,정보기술,0.1282414232109355,-0.6646283110425835,0.1070920987953119,0.3267228269430811,-0.10146539633409102,0.07248153761811083,009150
21,LG이노텍,2019,Q3,정보기술,-0.0026629546692488043,-5.061705539495673,0.18344608055508194,0.1502700579413636,-0.10146539633409102,0.08242806168228194,011070
21,삼성에스디에스,2019,Q3,정보기술,-0.12666487098991314,-0.41438744138315553,0.012658078936629957,0.021223054119902995,-0.10146539633409102,-0.08633409967080893,018260
21,일진머티리얼즈,2019,Q3,정보기술,-0.07650721191190342,0.25640390018178816,0.19925249678328538,0.12444346231912529,-0.10146539633409102,-0.04097030756640763,020150
21,신도리코,2019,Q3,정보기술,-0.11749472031828928,-0.4152622481044672,0.18349458647696104,0.004615148907222144,-0.10146539633409102,-0.28160462578843937,029530
21,LG디스플레이,2019,Q3,정보기술,0.01689263455515619,0.4102421989189826,0.12103456706275684,-0.06665703186796457,-0.10146539633409102,-0.04806081581326507,034220
21,SK,2019,Q3,정보기술,0.24928080050031282,1.6044164411700805,0.011037358000902886,0.007753629793606276,-0.10146539633409102,-0.21643341839361938,034730
21,한미반도체,2019,Q3,정보기술,-0.06121368468929442,548.6037306150675,-0.16119367008598917,0.0783449570448016,-0.10146539633409102,0.24713102901755674,042700
21,LG전자,2019,Q3,정보기술,0.037752934426992193,-1.6219042868930185,-0.001415434804856175,-0.041981518610762825,-0.10146539633409102,-0.1049964682469918,066570
