,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,자본총계 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
14,SK하이닉스,2021,Q2,정보기술,-0.14016093166180846,0.02661444815604197,1.0095401479300419,0.037103973633123344,0.04681215169030373,0.07775509357663934,1.2450068665540965,0.11491272592963268,000660
14,LG,2021,Q2,정보기술,0.0,-0.0008691763067203429,-0.9023941100623883,-0.11985724272350229,0.09005619732752734,0.004544738304348206,-0.9106882100405946,0.010826868558256687,003550
14,한솔테크닉스,2021,Q2,정보기술,-0.1667863766138609,-0.002394482532579678,0.2929004695245736,-0.041309672123512,0.02075927263356614,-0.006657364239856078,-0.7891973377266426,-0.13263647128451078,004710
14,삼성전자,2021,Q2,정보기술,-0.06520218578722098,0.047288517718544476,0.977851621939589,-0.03679433033290935,0.03774865645013281,1.021353018795459,0.7363166509053249,0.01451133443913228,005930
14,삼성SDI,2021,Q2,정보기술,0.304686954315942,0.02205531604208244,0.7171460498481981,0.03815911632773883,0.03522450586696402,0.07921464642508069,2.042897164959059,-0.010087483715657743,006400
14,대덕전자,2021,Q2,정보기술,0.03748639798828364,0.01987249711387884,-0.6043974292814932,-0.01786755722982647,0.004557293017476649,2.5946432815543523,-0.9788682569898495,0.1129063564214618,008060
14,삼성전기,2021,Q2,정보기술,0.08564752604963435,0.015309163510377699,-0.43176421468623905,0.058782591507476,0.022745316779983593,0.11284221130563088,-0.3714796700487739,-0.023108179224949628,009150
14,LG이노텍,2021,Q2,정보기술,0.09248674766308607,0.16288507306402145,-0.4315117992151575,-0.01799423986646309,0.06342459625771402,0.06398402581747509,-0.5837756302520063,0.19928080979684293,011070
14,삼성에스디에스,2021,Q2,정보기술,-0.016381005326633488,0.024275868465569506,-0.16120506778336974,-0.0014078718536177925,0.016485541388128633,-0.015313970411184208,-0.12578892609639258,-0.06170181052401268,018260
14,일진머티리얼즈,2021,Q2,정보기술,0.20077044088721116,0.06192988356436269,0.03622788464704674,0.008400988861594572,0.015046438327484868,0.010040283303928144,0.6766052466147596,0.4144945474658236,020150
14,신도리코,2021,Q2,정보기술,0.006289685622142174,-0.10043765204170263,-0.7135191496162734,0.02399436773606234,0.003248511062550863,0.06561022398540173,-0.7768818591514763,0.08534063963857745,029530
14,LG디스플레이,2021,Q2,정보기술,-0.055317012731986435,0.009761125180699715,3.8337598217780053,-0.02027456092632196,0.012367522369428174,-0.08400093768794215,0.4676976202185208,0.033904907397413586,034220
14,SK,2021,Q2,정보기술,-0.0115884149037341,0.008777824663655176,-1.0019911237762535,0.0030157439615263737,-0.000576754451887096,-0.015459035613481387,-0.9556323484306308,-0.005705290503390574,034730
14,한미반도체,2021,Q2,정보기술,0.16275575000853928,0.3675399562546213,0.3484212424881994,0.11182566285286577,0.09553993490283963,0.15315874113549133,0.9231389881329468,-0.023206392513691568,042700
14,LG전자,2021,Q2,정보기술,0.010694476726712528,-0.004745797160579435,-3.869466671922425,-0.011413364816732274,-0.0901608472955483,0.032171777430636705,0.740804468716491,-0.12891149037904137,066570
