,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,자산총계 변화율,비유동부채 변화율,Label,Code
22,SK하이닉스,2019,Q2,정보기술,0.05406992473683393,-0.6005034544984729,-0.010323618774805587,-0.6240246167331132,-0.23983759065823362,-0.05444062896938229,0.23680190065738516,-0.01912626738862036,000660
22,LG,2019,Q2,정보기술,0.023270959911615076,-0.9456505034578423,0.015255115092664973,-0.9337237167447052,-0.6046737719669092,-0.03437836751840151,-0.006996027984111919,-0.059076556994462875,003550
22,한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,0.37942415643718697,-0.013365001417937616,0.39432598712967604,-0.05813044669482992,-0.02323682848845665,-0.34937404565228913,-0.03381547227701083,004710
22,삼성전자,2019,Q2,정보기술,0.06510638104812148,0.3155255343149126,0.017133165202672718,0.03619101767017674,-0.20332666345966854,-0.03578675685067345,-0.03304127589924988,0.0964626239919313,005930
22,삼성SDI,2019,Q2,정보기술,0.20260305304368428,0.19013357087588956,-0.0014160122530686436,0.006334974050543174,-0.030640879220275474,-0.0029882406307421006,0.0022539141960875586,-0.15386900337354675,006400
22,대덕전자,2019,Q2,정보기술,0.006173116752958632,0.5103203198201909,0.028601332378744182,0.5347995648680961,-0.08933070184772618,0.004968191276875755,-0.05407080100725736,-0.026854043612573375,008060
22,삼성전기,2019,Q2,정보기술,-0.06240130778684366,85.73450715439554,-0.12286891456156479,34.04107885275955,-0.3477418518186166,-0.033380092106473636,-0.7005254864193011,0.1282414232109355,009150
22,LG이노텍,2019,Q2,정보기술,-0.03872303304403682,-0.48084200545993994,0.006891879209049545,-0.5246528345257071,0.030304177532211707,0.012587007635486591,-0.08261824428217668,-0.0026629546692488043,011070
22,삼성에스디에스,2019,Q2,정보기술,0.03847277678674481,0.18410986239920812,0.01454314861906636,0.1218025554759552,-0.09114275050477572,0.0038518898043820027,0.07882513639496103,-0.12666487098991314,018260
22,일진머티리얼즈,2019,Q2,정보기술,0.1998716647001191,0.07611595233860924,-0.019171365322433354,0.07679921590590877,-0.013240628778718233,0.02688045117712634,0.023246484052867444,-0.07650721191190342,020150
22,신도리코,2019,Q2,정보기술,-0.1475082024312897,0.03223038769867648,-0.008138096036308995,0.10259949271038105,-0.1647174701221228,-0.00659127500554979,0.08912603299206379,-0.11749472031828928,029530
22,LG디스플레이,2019,Q2,정보기술,-0.21489537808619802,2.5787293423789506,-0.004045640827455399,1.3914678713361814,-0.0018606501297786515,-0.015493437800096377,-0.020422320264158245,0.01689263455515619,034220
22,SK,2019,Q2,정보기술,-0.16481094634106053,-0.9515563882148517,0.013005980809938977,-0.8828137071836678,-0.015081066521860809,-0.004049590501050249,0.03298216176431712,0.24928080050031282,034730
22,한미반도체,2019,Q2,정보기술,-0.16919210734872756,-0.970282736243756,0.02859705092655962,-1.566576609450908,0.1786029621461549,0.023249457060753098,0.14856878311771826,-0.06121368468929442,042700
22,LG전자,2019,Q2,정보기술,-0.10555574371236393,1.4385783143384838,-0.0037458098701417253,1.5100119432549741,-0.020497196047032373,-0.0063668727334755815,0.04847726366455518,0.037752934426992193,066570
