,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,매출액 변화율,Label,Code
22,SK하이닉스,2019,Q2,정보기술,0.05406992473683393,-0.010323618774805587,-0.6240246167331132,-0.05444062896938229,-0.06613632009569603,-0.01912626738862036,000660
22,LG,2019,Q2,정보기술,0.023270959911615076,0.015255115092664973,-0.9337237167447052,-0.03437836751840151,-0.8279341132304093,-0.059076556994462875,003550
22,한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,-0.013365001417937616,0.39432598712967604,-0.02323682848845665,-0.018606338196610173,-0.03381547227701083,004710
22,삼성전자,2019,Q2,정보기술,0.06510638104812148,0.017133165202672718,0.03619101767017674,-0.03578675685067345,0.03000343292413188,0.0964626239919313,005930
22,삼성SDI,2019,Q2,정보기술,0.20260305304368428,-0.0014160122530686436,0.006334974050543174,-0.0029882406307421006,0.01576493918163857,-0.15386900337354675,006400
22,대덕전자,2019,Q2,정보기술,0.006173116752958632,0.028601332378744182,0.5347995648680961,0.004968191276875755,0.11793005058486217,-0.026854043612573375,008060
22,삼성전기,2019,Q2,정보기술,-0.06240130778684366,-0.12286891456156479,34.04107885275955,-0.033380092106473636,-0.07838128960582558,0.1282414232109355,009150
22,LG이노텍,2019,Q2,정보기술,-0.03872303304403682,0.006891879209049545,-0.5246528345257071,0.012587007635486591,0.1261938385632293,-0.0026629546692488043,011070
22,삼성에스디에스,2019,Q2,정보기술,0.03847277678674481,0.01454314861906636,0.1218025554759552,0.0038518898043820027,0.09270591146098695,-0.12666487098991314,018260
22,일진머티리얼즈,2019,Q2,정보기술,0.1998716647001191,-0.019171365322433354,0.07679921590590877,0.02688045117712634,0.05190668847378843,-0.07650721191190342,020150
22,신도리코,2019,Q2,정보기술,-0.1475082024312897,-0.008138096036308995,0.10259949271038105,-0.00659127500554979,-0.03991101879433956,-0.11749472031828928,029530
22,LG디스플레이,2019,Q2,정보기술,-0.21489537808619802,-0.004045640827455399,1.3914678713361814,-0.015493437800096377,-0.08314931781758095,0.01689263455515619,034220
22,SK,2019,Q2,정보기술,-0.16481094634106053,0.013005980809938977,-0.8828137071836678,-0.004049590501050249,-0.597524043884206,0.24928080050031282,034730
22,한미반도체,2019,Q2,정보기술,-0.16919210734872756,0.02859705092655962,-1.566576609450908,0.023249457060753098,0.2781929424407945,-0.06121368468929442,042700
22,LG전자,2019,Q2,정보기술,-0.10555574371236393,-0.0037458098701417253,1.5100119432549741,-0.0063668727334755815,0.0980567322603747,0.037752934426992193,066570
