,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동자산 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
22,SK하이닉스,2019,Q2,정보기술,0.05406992473683393,-0.6240246167331132,-0.010323618774805587,-0.05444062896938229,-0.6997502033706111,0.008168814680379333,0.23680190065738516,-0.01912626738862036,000660
22,LG,2019,Q2,정보기술,0.023270959911615076,-0.9337237167447052,0.015255115092664973,-0.03437836751840151,-0.9375375226091645,0.0031120512557372138,-0.006996027984111919,-0.059076556994462875,003550
22,한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,0.39432598712967604,-0.013365001417937616,-0.02323682848845665,0.15761379963412625,0.027113836805104485,-0.34937404565228913,-0.03381547227701083,004710
22,삼성전자,2019,Q2,정보기술,0.06510638104812148,0.03619101767017674,0.017133165202672718,-0.03578675685067345,-0.2822136850022441,0.00943462191034472,-0.03304127589924988,0.0964626239919313,005930
22,삼성SDI,2019,Q2,정보기술,0.20260305304368428,0.006334974050543174,-0.0014160122530686436,-0.0029882406307421006,0.0484629175241007,0.007882716949995983,0.0022539141960875586,-0.15386900337354675,006400
22,대덕전자,2019,Q2,정보기술,0.006173116752958632,0.5347995648680961,0.028601332378744182,0.004968191276875755,1.3916069007413006,0.023268263047603988,-0.05407080100725736,-0.026854043612573375,008060
22,삼성전기,2019,Q2,정보기술,-0.06240130778684366,34.04107885275955,-0.12286891456156479,-0.033380092106473636,41.53811263842867,0.09380559354883067,-0.7005254864193011,0.1282414232109355,009150
22,LG이노텍,2019,Q2,정보기술,-0.03872303304403682,-0.5246528345257071,0.006891879209049545,0.012587007635486591,-0.6009026059493314,-0.015174138404141502,-0.08261824428217668,-0.0026629546692488043,011070
22,삼성에스디에스,2019,Q2,정보기술,0.03847277678674481,0.1218025554759552,0.01454314861906636,0.0038518898043820027,0.2612449123065581,0.028163232462523613,0.07882513639496103,-0.12666487098991314,018260
22,일진머티리얼즈,2019,Q2,정보기술,0.1998716647001191,0.07679921590590877,-0.019171365322433354,0.02688045117712634,0.10920079191413978,0.03317338694382288,0.023246484052867444,-0.07650721191190342,020150
22,신도리코,2019,Q2,정보기술,-0.1475082024312897,0.10259949271038105,-0.008138096036308995,-0.00659127500554979,0.35907251310838606,0.0066192752537845845,0.08912603299206379,-0.11749472031828928,029530
22,LG디스플레이,2019,Q2,정보기술,-0.21489537808619802,1.3914678713361814,-0.004045640827455399,-0.015493437800096377,1.0448562735167495,-0.031613553633363045,-0.020422320264158245,0.01689263455515619,034220
22,SK,2019,Q2,정보기술,-0.16481094634106053,-0.8828137071836678,0.013005980809938977,-0.004049590501050249,-0.8403608081201479,0.002505448009130218,0.03298216176431712,0.24928080050031282,034730
22,한미반도체,2019,Q2,정보기술,-0.16919210734872756,-1.566576609450908,0.02859705092655962,0.023249457060753098,-11.573456606051813,0.00012364356117688935,0.14856878311771826,-0.06121368468929442,042700
22,LG전자,2019,Q2,정보기술,-0.10555574371236393,1.5100119432549741,-0.0037458098701417253,-0.0063668727334755815,0.8815062717990052,0.02337433953305257,0.04847726366455518,0.037752934426992193,066570
