,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,매출액 변화율,Label,Code
10,SK하이닉스,2022,Q2,정보기술,-0.1278198900582863,0.047552601752104406,0.4779778324192434,0.046853304005245455,0.13763873936646442,0.018244489357871683,000660
10,LG,2022,Q2,정보기술,0.1768203448903187,0.05600704113831401,-0.8956136899752156,-0.04278060014321239,-0.8118038222255337,0.008850001702514463,003550
10,한솔테크닉스,2022,Q2,정보기술,0.030438232365177134,-0.005820190260367175,-1.2663768558298578,-0.06118888514591214,-0.11387293657825681,-0.097940256742077,004710
10,삼성전자,2022,Q2,정보기술,-0.05267791641122129,0.02748267149670247,0.06014505033054274,-0.0014756432666083175,0.033795594117775885,0.06849592142748558,005930
10,삼성SDI,2022,Q2,정보기술,0.09196004961303578,-0.00452499736806089,-0.25060580788541664,0.0343949275369102,0.15127945958187805,0.20520521263200125,006400
10,대덕전자,2022,Q2,정보기술,-0.08274954758279959,0.017071115088981514,-0.9717425849069198,-0.018628184364676614,-0.797665750019331,-0.026069642493352158,008060
10,삼성전기,2022,Q2,정보기술,-0.10154910815405696,0.0315723042930629,0.09992635119609039,0.08196059483639617,0.004697378060489754,0.05048714975937685,009150
10,LG이노텍,2022,Q2,정보기술,0.08099068262893837,0.18048958817951877,-0.26081357718278797,-0.008212466578006339,-0.06566695927201793,-0.06735454673621392,011070
10,삼성에스디에스,2022,Q2,정보기술,-0.025708390741865213,0.10319743565780204,-0.12582365918583882,0.025222464643486653,0.022469698113209757,-0.015783165487627027,018260
10,일진머티리얼즈,2022,Q2,정보기술,-0.00751503343278969,0.007818018723117381,-1.2738031809540888,0.019569351664534773,-0.09972095970003914,-0.13890717483604603,020150
10,신도리코,2022,Q2,정보기술,0.03180505437044102,-0.01819412814207022,1.1967048790791273,-0.017221771449777767,0.06451264605747653,0.053671220436776676,029530
10,LG디스플레이,2022,Q2,정보기술,-0.0015189993040186575,0.052917389353114075,2.2079262189600115,0.02465386520060453,-0.2163827585411292,-0.04345401886348084,034220
10,SK,2022,Q2,정보기술,-0.020553392483418677,-0.004561438042392507,-1.2980304444090014,-0.008645050160947299,-0.3864811720063037,0.0030754269785088738,034730
10,한미반도체,2022,Q2,정보기술,-0.07012123586569505,0.1451623572911216,1.0757964193306448,0.12820985734704515,0.9364411352133091,-0.021366550253167926,042700
10,LG전자,2022,Q2,정보기술,-0.023240817189192013,0.007405056744965277,-0.6676513241731505,-0.03167012641425648,-0.1318821983900701,-0.04013901730149705,066570
