,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,Label,Code
32,SK하이닉스,2016,Q4,정보기술,0.1529801462697245,0.0710983063433126,1.678646681523385,0.09645890463315099,0.07395957274557574,0.3068127848232687,1.571067837168822,0.03107106492552158,000660
32,LG,2016,Q4,정보기술,0.051086683713398015,-0.009690564428949222,0.33326462251996913,0.004196995248322066,-0.00038998610231344433,0.09830928687028684,0.21979818623068081,-0.03586645834080273,003550
32,한솔테크닉스,2016,Q4,정보기술,-0.0410300375355413,-0.17187524090543338,-33.84189197988164,-0.1075360732485372,-0.23424465274237227,-0.12368211009380647,-0.4958708045977194,-0.12902590442213896,004710
32,삼성전자,2016,Q4,정보기술,0.1965088619034434,0.06718597188691122,1.7351774997371856,0.05940181162037095,0.042758375605147725,0.08371564451258218,1.8333236216351714,0.038136403063849696,005930
32,삼성SDI,2016,Q4,정보기술,0.369051702142118,-0.011459343479045647,-1.6369825204445196,-0.06086459676019362,-0.03809371786442828,-0.018872464709970838,-0.6008061263129051,0.05118822344474085,006400
32,대덕전자,2016,Q4,정보기술,0.10707166670010747,0.022224898663593562,0.6108506062923609,0.04822782791961577,0.0058345047479579915,0.10293212608916225,-0.022465068241595443,-0.05961333565303157,008060
32,삼성전기,2016,Q4,정보기술,0.35125591672668516,0.009751100920568412,-0.13901705303851553,-0.050053224124697815,-0.00860699224640471,-0.14327205005233168,0.9744201563641528,0.060985497586756844,009150
32,LG이노텍,2016,Q4,정보기술,0.7022363716956747,0.043893774029364785,-3.272962759082997,0.042618606937343095,0.09593632308681777,0.5488238774445655,12.93055630322828,-0.1041065943186858,011070
32,삼성에스디에스,2016,Q4,정보기술,-0.18896429817472,0.03477549535572089,0.18703840649257253,0.018705905541932744,0.023503623530058748,0.13213372253932598,-0.052349789804595925,0.04735730161784516,018260
32,일진머티리얼즈,2016,Q4,정보기술,0.1701028630281196,0.08845893484044653,-0.347682119205298,0.04486002335977024,0.053386918468912414,-0.020712825470277862,0.09189189189189184,0.14253772175128712,020150
32,신도리코,2016,Q4,정보기술,-0.1761236273151812,0.009600250345092487,13.171613987323381,0.016880310478664118,0.012639141979084556,0.06281648123725714,-2.8425189456690436,0.014488387760167247,029530
32,LG디스플레이,2016,Q4,정보기술,-0.010848458177553769,0.027789084178410528,8.011617010622697,0.06500605258279246,0.10512722363164317,0.16555117543994124,2.9253310413365208,-0.09875277484784531,034220
32,SK,2016,Q4,정보기술,-0.052853187063608864,0.0006017532503461709,-0.9993105886512286,-0.0034862892951644797,0.0006192986931043976,1.0948442992893979,-0.5293705195960441,-0.01376161223983275,034730
32,한미반도체,2016,Q4,정보기술,0.10217607495223895,0.1987050796986778,1.1462470620798202,0.04386275775513604,0.045058835509945716,-0.016479251720769583,-0.2333416968099149,0.12138398787809404,042700
32,LG전자,2016,Q4,정보기술,0.3294163164824904,0.012641636855472926,7.303905954980545,-0.006281267970916771,-0.02436979653621829,-0.018781477540914082,3.746503764391006,0.13136100855079683,066570
