,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,영업이익 변화율,유동자산 변화율,Label,Code
15,SK하이닉스,2021,Q1,정보기술,-0.16196221259107016,-0.320379527654598,0.2524239825323016,0.056414497622612636,-0.3399132504058445,0.3998664377251222,0.07232491132204144,-0.14016093166180846,000660
15,LG,2021,Q1,정보기술,0.38867039231396616,-21.622842062823004,7.034466836963491,-0.000825341305360161,-10.187647878650374,52.066253390158856,0.2314198629295039,0.0,003550
15,한솔테크닉스,2021,Q1,정보기술,-0.07232028588327229,2.852492137450372,0.07535065482224201,-0.007300493550117859,39.10564672653812,-1.819642461718625,0.11756997621621279,-0.1667863766138609,004710
15,삼성전자,2021,Q1,정보기술,-0.04749286885392753,0.006830794967444431,0.3328491813283605,0.013130789280255462,0.0107704668059454,-0.2338433660955892,0.06530620270054355,-0.06520218578722098,005930
15,삼성SDI,2021,Q1,정보기술,-0.051867556383400376,2.165189990996462,0.08046970319682578,0.005780687920031946,2.326857183517707,1.4220632112195686,0.086003591020414,0.304686954315942,006400
15,대덕전자,2021,Q1,정보기술,0.03994710777153376,-0.6980465989849738,2.2716007185702503,-0.0009847110857070795,-0.6143162380336181,3.4865200952659716,0.045471630505175886,0.03748639798828364,008060
15,삼성전기,2021,Q1,정보기술,-0.1447299000532229,0.35293749449851575,0.04543575012599921,0.014097197816988372,0.7638698661669503,0.46327356958476096,0.06068280610879584,0.08564752604963435,009150
15,LG이노텍,2021,Q1,정보기술,-0.017628415396143716,2.1185066282299543,0.07108788188154702,-0.018447194686726287,0.48255314369094204,-0.041107296110101776,0.1787901448560567,0.09248674766308607,011070
15,삼성에스디에스,2021,Q1,정보기술,-0.0688556862167449,-0.07368343448179482,0.26985246395753126,0.00807493521535707,-0.161847610175488,-0.2508752527369946,0.0428779813856448,-0.016381005326633488,018260
15,일진머티리얼즈,2021,Q1,정보기술,0.013472384297807137,-3.7402234636871508,0.05575899313782817,-0.029120010760281145,-2.876786404016995,0.2798960138648181,0.021080641334191963,0.20077044088721116,020150
15,신도리코,2021,Q1,정보기술,0.022992224041519016,-5.323708783624836,-0.1173515957512451,-0.006082193288678206,-3.116208648790556,-0.27962477332488844,0.007505717738975459,0.006289685622142174,029530
15,LG디스플레이,2021,Q1,정보기술,-0.037279300096139764,-0.8705925014347837,0.04100519116721246,-0.0032874684139634347,-0.4159751037344398,-0.3058352937684139,0.11241392194130895,-0.055317012731986435,034220
15,SK,2021,Q1,정보기술,0.10737514552554797,59.45700433784128,0.08759862360136039,0.04738562180467909,44.979473048701195,15.646810538498197,0.3820957421520952,-0.0115884149037341,034730
15,한미반도체,2021,Q1,정보기술,0.5030631965237449,1.3555857044675919,0.013176027606774054,0.039993423957421115,1.0357162918739609,0.33954673041502836,0.005558876142209401,0.16275575000853928,042700
15,LG전자,2021,Q1,정보기술,-0.04547045011634894,0.7473189878741151,-0.002199739168078252,-0.0037079428488240307,-0.8268439930516451,-1.4731793080662672,-0.012695270184533314,0.010694476726712528,066570
