,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,부채총계 변화율,법인세차감전 순이익 변화율,자산총계 변화율,매출액 변화율,Label,Code
15,SK하이닉스,2021,Q1,정보기술,-0.16196221259107016,-0.320379527654598,0.056414497622612636,0.2524239825323016,-0.3399132504058445,0.05971975935136342,0.09299234168558068,-0.14016093166180846,000660
15,LG,2021,Q1,정보기술,0.38867039231396616,-21.622842062823004,-0.000825341305360161,7.034466836963491,-10.187647878650374,0.05511737950815632,7.366746555663008,0.0,003550
15,한솔테크닉스,2021,Q1,정보기술,-0.07232028588327229,2.852492137450372,-0.007300493550117859,0.07535065482224201,39.10564672653812,0.04588680969761705,0.07750991070917923,-0.1667863766138609,004710
15,삼성전자,2021,Q1,정보기술,-0.04749286885392753,0.006830794967444431,0.013130789280255462,0.3328491813283605,0.0107704668059454,0.029896423619840684,0.11166595480054031,-0.06520218578722098,005930
15,삼성SDI,2021,Q1,정보기술,-0.051867556383400376,2.165189990996462,0.005780687920031946,0.08046970319682578,2.326857183517707,0.02374710673440794,-0.011502304134530683,0.304686954315942,006400
15,대덕전자,2021,Q1,정보기술,0.03994710777153376,-0.6980465989849738,-0.0009847110857070795,2.2716007185702503,-0.6143162380336181,0.013129078778813863,17.401413659375574,0.03748639798828364,008060
15,삼성전기,2021,Q1,정보기술,-0.1447299000532229,0.35293749449851575,0.014097197816988372,0.04543575012599921,0.7638698661669503,0.03479328136302051,0.11828480128246133,0.08564752604963435,009150
15,LG이노텍,2021,Q1,정보기술,-0.017628415396143716,2.1185066282299543,-0.018447194686726287,0.07108788188154702,0.48255314369094204,0.08464530373732426,-0.19317934148654592,0.09248674766308607,011070
15,삼성에스디에스,2021,Q1,정보기술,-0.0688556862167449,-0.07368343448179482,0.00807493521535707,0.26985246395753126,-0.161847610175488,0.029574355974120836,0.02311870495284163,-0.016381005326633488,018260
15,일진머티리얼즈,2021,Q1,정보기술,0.013472384297807137,-3.7402234636871508,-0.029120010760281145,0.05575899313782817,-2.876786404016995,-0.007392714677010748,0.06562836210871459,0.20077044088721116,020150
15,신도리코,2021,Q1,정보기술,0.022992224041519016,-5.323708783624836,-0.006082193288678206,-0.1173515957512451,-3.116208648790556,0.004049136362596739,0.005515801676615917,0.006289685622142174,029530
15,LG디스플레이,2021,Q1,정보기술,-0.037279300096139764,-0.8705925014347837,-0.0032874684139634347,0.04100519116721246,-0.4159751037344398,0.026815262434637166,-0.04672439418658281,-0.055317012731986435,034220
15,SK,2021,Q1,정보기술,0.10737514552554797,59.45700433784128,0.04738562180467909,0.08759862360136039,44.979473048701195,0.0694092253534051,0.6535529956124031,-0.0115884149037341,034730
15,한미반도체,2021,Q1,정보기술,0.5030631965237449,1.3555857044675919,0.039993423957421115,0.013176027606774054,1.0357162918739609,0.017706713235160043,-0.09098638478208709,0.16275575000853928,042700
15,LG전자,2021,Q1,정보기술,-0.04547045011634894,0.7473189878741151,-0.0037079428488240307,-0.002199739168078252,-0.8268439930516451,-0.006634043307830351,-0.03721776611108807,0.010694476726712528,066570
