,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,유동자산 변화율,비유동부채 변화율,유동부채 변화율,영업이익 변화율,이익잉여금 변화율,Label,Code
28,유한양행,2017,Q4,헬스케어,0.15012014823915726,0.7190376834956063,0.007771798884891767,0.3398856170113609,-0.06498203723406704,-0.2812433793355287,0.013979990716814994,0.04101083704832133,000100
28,일동제약,2017,Q4,헬스케어,0.006155543183324279,-2.7279062972156916,-0.08576297111437803,-0.04635871514411172,0.01952667064464375,0.0019696597348961564,-0.017448165318753928,-0.0034007412722550645,000230
28,동아쏘시오홀딩스,2017,Q4,헬스케어,0.0943149267201811,-1.0395460854201977,-0.07008491686759954,-0.02365177323328671,-0.009726665265479828,-1.0249233216773543,-0.0030348315058779107,-0.12669692296768342,000640
28,부광약품,2017,Q4,헬스케어,0.21154135619159697,0.23863066014492307,0.013115605231595051,-0.39297109185673196,0.3875997258100181,0.16398304213746817,0.01740527735435471,0.09088692464583024,003000
28,영진약품,2017,Q4,헬스케어,-0.07525126211915237,-2.824696751525667,-0.022824672690818892,-0.08078022384639916,0.05367054063682297,-2.9994043649142244,0.00410614337164783,0.025803151741293075,003520
28,녹십자,2017,Q4,헬스케어,-0.005783587816245543,-1.077937546813549,-0.012337517837666345,-0.044554977889668224,0.04976439701413793,-0.954594260432817,7.991012658825625e-05,0.08538803569428728,006280
28,일양약품,2017,Q4,헬스케어,0.12430095612278758,18.982122631061884,-0.011235546178435696,-0.1923171337069004,0.014706549765142629,1.4478949831913375,-3.058591719875147,-0.026526373991276164,007570
28,서흥,2017,Q4,헬스케어,-0.00025751110231818364,-1.1608819068450904,-0.041754385614258926,-0.11660173479994163,0.07572165486864324,-0.5095154868551675,-0.0071611399133136855,0.06068375819570552,008490
28,광동제약,2017,Q4,헬스케어,0.0690218013204262,-0.6798343913264235,-0.0017051443994012816,-0.05655968267550893,-0.00958295665297848,-0.30252095018827374,0.009804765678488536,-0.0014642845314028958,009290
28,대웅제약,2017,Q4,헬스케어,0.5542092943841713,-0.86985155141167,-0.02177216589113995,0.43112931876962945,-0.3220301465516866,-0.5625953851852821,0.016421705422918986,-0.031720595904997845,069620
28,한미약품,2017,Q4,헬스케어,0.037264029376655905,-1.2769352027717988,-0.03683557946379423,-0.1569405153164759,0.12129582597107835,-1.1069049519342644,0.018479837962752876,-0.09594763606609717,128940
28,동아에스티,2017,Q4,헬스케어,0.19417529505899425,-1.9143513477962233,-0.0448767146056267,0.12932752917175327,-0.10402902045064522,-1.0329639723215944,-0.07277893487337461,-0.11209688354631328,170900
28,종근당,2017,Q4,헬스케어,0.11509932211569548,-0.13065497623531963,0.004030964125859127,-0.4052066191355973,0.05410303747325096,-0.10242760477571466,0.1679345319895158,-0.12446704544380001,185750
