,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,유동자산 변화율,비유동부채 변화율,유동부채 변화율,영업이익 변화율,이익잉여금 변화율,Label,Code
8,유한양행,2022,Q4,헬스케어,-0.04341924912778849,-1.4332257287566448,-0.027049842267886648,-0.4249393611060722,0.06423903945112985,3.643369942421395,0.028114435203607124,0.08422430114085966,000100
8,일동제약,2022,Q4,헬스케어,-0.4629102238676061,50.48496689279329,2.46548869451022,-0.038676930883546956,0.6121367331047911,0.16327159309723105,0.17458928553337483,-0.07049849609311148,000230
8,동아쏘시오홀딩스,2022,Q4,헬스케어,-0.08799314204559384,-2.687761933057202,-0.26732477879442185,-0.21485924720551608,0.12638322665440782,-1.2710617799436164,-0.04519803264226607,-0.08179994737427296,000640
8,부광약품,2022,Q4,헬스케어,-0.01689194641921392,-0.8108264750916867,-0.011773676351884643,0.07833832393895568,-0.044360661598986884,1.0842737442974295,0.008893178242985522,-0.016555608896838294,003000
8,영진약품,2022,Q4,헬스케어,0.0621983953460601,6.372878243506643,0.00924217936018712,0.253513198401748,-0.06812717131242163,0.176317468797621,4.704712484286079,-0.0429975109636127,003520
8,녹십자,2022,Q4,헬스케어,-0.05390522417246933,-1.4034510345034479,-0.12604755272820123,0.005884438889311117,-0.12590021014051944,-1.0906167729176037,-0.020370775757484916,0.02518955971872306,006280
8,일양약품,2022,Q4,헬스케어,-0.032175523882569446,-0.928933111057107,-0.019622981457428357,-0.1425153845466779,-0.012001951299896785,-0.2660190903315569,-0.0013280378944423576,-0.03270437844605266,007570
8,서흥,2022,Q4,헬스케어,-0.1258111825675394,-1.188460383610321,-0.04100968081115075,-0.032541368325591846,-0.04116549594240293,-0.8270457347971575,-0.013203907256153946,-0.07148922121958703,008490
8,광동제약,2022,Q4,헬스케어,-0.0623101367041075,0.4023823640008979,-0.004295251671385114,0.0021885484332933025,0.0388686004971619,0.8320302410539604,0.02004902677043252,0.04456560647099108,009290
8,대웅제약,2022,Q4,헬스케어,-0.27721589401366126,-2.2505751423841183,-0.06902569172403539,0.0032290977400026843,0.07619534422916674,-0.49507484644878763,-0.020212556295869377,0.01965366423819441,069620
8,한미약품,2022,Q4,헬스케어,0.05742923487358205,-0.5864275135123974,-0.09555049495751833,-0.15682947919737156,-0.009157879861019902,0.09697970018841717,0.07050982409424478,0.1040982669244066,128940
8,동아에스티,2022,Q4,헬스케어,-0.03320790542035765,-1.9189811088989845,-0.1965563269871694,-0.04383105041534818,-0.2101125933620439,-0.7072641649548841,0.008692640468141999,-0.05285487742783433,170900
8,종근당,2022,Q4,헬스케어,-0.010816597752292663,-0.6398873564604002,0.004368883492241515,-0.016061154580857884,0.030382154611500622,-0.621353219113872,0.032868112867441734,0.050323351298373425,185750
