,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,수출액 변화율,이익잉여금 변화율,부채총계 변화율,자산총계 변화율,실업률 변화율,Label,Code
33,유한양행,2016,Q3,헬스케어,-0.28882475635575133,-0.5467283341346098,-0.05062240034318399,0.003568665312222441,-0.1008758630784291,-0.017804291567740216,0.08411214953271018,-0.0777993263259322,000100
33,일동제약,2016,Q3,헬스케어,0.0,37.97647092624169,-0.05062240034318399,0.912555447455933,-0.9608489886049273,-0.8031503520590937,0.08411214953271018,-0.44602156784564295,000230
33,동아쏘시오홀딩스,2016,Q3,헬스케어,-0.09565615732344623,-0.3043760727957503,-0.05062240034318399,-0.01668877413615788,-0.0018285507810960056,-0.012055907916329378,0.08411214953271018,-0.2526357168042266,000640
33,부광약품,2016,Q3,헬스케어,-0.1251943868695893,-0.6377743725846123,-0.05062240034318399,0.00845987173874585,-0.07921899598825,-0.002085506896240097,0.08411214953271018,-0.15125339957992842,003000
33,영진약품,2016,Q3,헬스케어,-0.17987018730530918,-0.09795551712834016,-0.05062240034318399,0.14605082302483918,0.03709180272722401,0.025968294349307808,0.08411214953271018,-0.2861865203969422,003520
33,녹십자,2016,Q3,헬스케어,-0.09427004078851697,0.25618322680047,-0.05062240034318399,0.03780139685754014,0.07523235484717561,0.03540515442034042,0.08411214953271018,-0.13201985373027553,006280
33,일양약품,2016,Q3,헬스케어,-0.16573600366504107,-5.886003523732547,-0.05062240034318399,-0.08919570461619519,0.025958540997338853,0.012583841383275285,0.08411214953271018,-0.22605738399661934,007570
33,서흥,2016,Q3,헬스케어,-0.02161304775481084,-0.35894427233518433,-0.05062240034318399,0.02661468495933761,-0.05505496294014245,-0.018116893854911775,0.08411214953271018,-0.17877250932823466,008490
33,광동제약,2016,Q3,헬스케어,-0.08789709631564545,-0.1665103734750374,-0.05062240034318399,0.02890039084941387,0.0011002663653685296,0.015626009531327645,0.08411214953271018,-0.0900739170257911,009290
33,대웅제약,2016,Q3,헬스케어,-0.12977171519674705,0.23772657735153535,-0.05062240034318399,0.015405973508464177,-0.013758615858121104,-0.0001794266596228944,0.08411214953271018,-0.052516061062766045,069620
33,한미약품,2016,Q3,헬스케어,-0.35232659770494706,-0.9716083665636609,-0.05062240034318399,0.0028749925792244113,-0.026644421064940027,-0.014805087637383862,0.08411214953271018,-0.3288709999347528,128940
33,동아에스티,2016,Q3,헬스케어,-0.15184869715713867,-2.316411676445493,-0.05062240034318399,0.05635471665530001,-0.05279897297275982,-0.018600103794903178,0.08411214953271018,-0.15258150747025187,170900
33,종근당,2016,Q3,헬스케어,-0.06398958091444784,1.0412173920863577,-0.05062240034318399,0.49797266912972105,-0.01174871741700556,0.016803374216545874,0.08411214953271018,-0.0911545614360885,185750
