,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,보유 주식 수 변화율,이익잉여금 변화율,영업이익 변화율,Label,Code
26,유한양행,2018,Q2,헬스케어,0.06181745260227466,0.0768528890669653,-0.5279782342504116,0.3971853095173552,0.0,0.012613736892784777,-0.06864230666251181,0.11696122797582623,000100
26,일동제약,2018,Q2,헬스케어,0.0011942483959284655,-0.08962012720651447,-0.8063637500192012,0.3971853095173552,0.0,0.009487290026072293,-0.7998524005108403,-0.008675498648981941,000230
26,동아쏘시오홀딩스,2018,Q2,헬스케어,-0.060745958449324094,-0.10779260078804276,-0.5891260269047741,0.3971853095173552,0.0,0.010359961052427868,-1.0347829407353633,0.010793714972808392,000640
26,부광약품,2018,Q2,헬스케어,-0.08952205849758871,0.5504144467746968,0.7930588018686702,0.3971853095173552,0.0,0.008081255611921856,0.4516651073909612,0.17143220755002925,003000
26,영진약품,2018,Q2,헬스케어,-0.05026423737245739,-0.07057292330915155,-4.621966896931353,0.3971853095173552,0.0,-0.11988353141857688,-3.1390804477361165,-0.12174053774873399,003520
26,녹십자,2018,Q2,헬스케어,-0.1078080970215802,0.3200350387803772,-0.6904111740883734,0.3971853095173552,0.0,0.008329474728966169,-0.210389859308716,-0.18680988040292273,006280
26,일양약품,2018,Q2,헬스케어,-0.1165315600531816,-0.0732789999446084,-0.9257505798641399,0.3971853095173552,0.0,0.255702826654181,-0.9192445550640805,-0.0022308470800136704,007570
26,서흥,2018,Q2,헬스케어,-0.06473727727885197,0.05182993157781235,-0.1063329593415897,0.3971853095173552,0.0,0.027548794818211153,0.023823013504526314,-0.04708717561298177,008490
26,광동제약,2018,Q2,헬스케어,-0.09274581500862553,-0.06697029202051197,-0.3488114837002856,0.3971853095173552,0.0,0.013656776440506668,-0.40574780541230804,-0.12410651396372092,009290
26,대웅제약,2018,Q2,헬스케어,0.03403901863627715,0.4620761611297255,0.32816946593467344,0.3971853095173552,0.0,0.016402962229962403,0.24956427233916556,0.029555656404603017,069620
26,한미약품,2018,Q2,헬스케어,0.04667889320858402,-0.14652116910280355,0.9061372742114098,0.3971853095173552,0.0,0.06033596895783444,0.752833150862255,0.026422122860765306,128940
26,동아에스티,2018,Q2,헬스케어,0.061285453528211464,-0.10088136646542167,1.9476090162748316,0.3971853095173552,0.0,0.31622916158657377,0.9085825639307015,0.021830110025690054,170900
26,종근당,2018,Q2,헬스케어,0.021126053769131514,-0.047074942375997075,0.47061061150728367,0.3971853095173552,0.0,0.14658712871022317,-0.032567619452499974,-0.025548812158209394,185750
