,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,영업이익 변화율,부채총계 변화율,국제유가 변화율,수출액 변화율,소비자물가지수 변화율,Label,Code
12,유한양행,2021,Q4,헬스케어,0.13205388132662688,0.3776767877449143,0.555000114876266,-0.06895114978209305,0.08325393584683072,0.08222487497304898,0.4025512712822732,0.011350218745230758,000100
12,일동제약,2021,Q4,헬스케어,0.07268899017813357,-17.40107040111171,-0.8370963974954677,0.04449661624320478,0.08325393584683072,0.08222487497304898,0.4025512712822732,2.520681320410893,000230
12,동아쏘시오홀딩스,2021,Q4,헬스케어,0.05740492497456121,-1.8269189995361832,-1.1416580816749982,0.037148551765237015,0.08325393584683072,0.08222487497304898,0.4025512712822732,0.043360283530845124,000640
12,부광약품,2021,Q4,헬스케어,0.07304964992850684,-0.23906576141339153,0.8470230976450543,0.1935556838324013,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.12076654497997773,003000
12,영진약품,2021,Q4,헬스케어,0.22966702290136187,-0.2820204567760587,-0.31812494337066843,0.10848806199181982,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.09475173631426428,003520
12,녹십자,2021,Q4,헬스케어,-0.08916531012314793,0.03714246617774597,-1.1676213497925132,-0.09914513012085002,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.04194085852683647,006280
12,일양약품,2021,Q4,헬스케어,-0.022441093876834642,-0.2874376255754285,-0.14770047532138653,-0.008184098193892764,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.058726279543019,007570
12,서흥,2021,Q4,헬스케어,-0.06578888428827526,0.09934801031391127,0.44445072795877794,-0.19557642222504024,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.00807542499805411,008490
12,광동제약,2021,Q4,헬스케어,0.05838417734390898,-0.47429637350214526,-0.22753850618711535,-0.076645668447898,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.04210243108253543,009290
12,대웅제약,2021,Q4,헬스케어,0.3288844824079724,-0.30541996952760975,0.03284419774325409,-0.010241247392122288,0.08325393584683072,0.08222487497304898,0.4025512712822732,0.03283575678619291,069620
12,한미약품,2021,Q4,헬스케어,0.1365419181680136,-0.04693739924856988,0.17779285602955497,-0.0361996494432284,0.08325393584683072,0.08222487497304898,0.4025512712822732,0.1106898560947257,128940
12,동아에스티,2021,Q4,헬스케어,0.039211302652888455,-1.7590368695426946,-1.4177343411820615,-0.04903946042185181,0.08325393584683072,0.08222487497304898,0.4025512712822732,0.001248375176212048,170900
12,종근당,2021,Q4,헬스케어,-0.002806981680773424,-0.98537536827697,-0.9733220561210216,-0.06799472330774992,0.08325393584683072,0.08222487497304898,0.4025512712822732,-0.029772261093295935,185750
