,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,국제유가 변화율,보유 주식 수 변화율,소비자물가지수 변화율,Label,Code
19,유한양행,2020,Q1,헬스케어,0.05294228616675725,0.10922911270308178,16.603804108092838,0.06898464389946524,-0.20454187036744997,0.0,2.326416414584117,-0.0026108399483019684,000100
19,일동제약,2020,Q1,헬스케어,0.1708108043303641,0.0083577744855583,-1.0246731540254055,-0.021696376553766328,-0.20454187036744997,0.0,2.326416414584117,-0.2223163771295673,000230
19,동아쏘시오홀딩스,2020,Q1,헬스케어,-0.01520887294945869,-0.1486620364119473,-4.071510436363786,0.03411688275349145,-0.20454187036744997,0.0,2.326416414584117,-0.017716125577534908,000640
19,부광약품,2020,Q1,헬스케어,0.33822603827409736,2.274087259980215,-0.9394937115497632,-0.11747222239378341,-0.20454187036744997,0.0,2.326416414584117,0.10918016424452176,003000
19,영진약품,2020,Q1,헬스케어,0.07283381172024125,0.009950468122981171,-3.855373939787793,0.1352139055236199,-0.20454187036744997,0.0,2.326416414584117,-0.05310060968676805,003520
19,녹십자,2020,Q1,헬스케어,0.12251460977212217,0.023175192385793242,-1.0533274272490172,-0.013693249860017631,-0.20454187036744997,0.0,2.326416414584117,0.6001770903150403,006280
19,일양약품,2020,Q1,헬스케어,0.012445188284518849,0.08393549782284615,-0.3456736763314273,-0.25075118444533673,-0.20454187036744997,0.0,2.326416414584117,1.1250055987211747,007570
19,서흥,2020,Q1,헬스케어,0.31011104855083893,0.08575586236190436,0.5476236821357385,0.029043548665669938,-0.20454187036744997,0.0,2.326416414584117,-0.06201710193667512,008490
19,광동제약,2020,Q1,헬스케어,0.22469194663422415,-0.06398831194732058,0.8354411399722645,0.013767819556752103,-0.20454187036744997,0.0,2.326416414584117,0.06510587803462331,009290
19,대웅제약,2020,Q1,헬스케어,0.19327775825907356,-0.013611111700978507,-1.1425750461166853,-0.015474821305580866,-0.20454187036744997,0.0,2.326416414584117,-0.19150606594542435,069620
19,한미약품,2020,Q1,헬스케어,-0.08863229393828863,0.12957688839600756,-0.45774135674071215,-0.016104194181200793,-0.20454187036744997,0.0,2.326416414584117,-0.009742006283337712,128940
19,동아에스티,2020,Q1,헬스케어,0.03913915501463555,-0.005020312316182829,2.023151218832753,0.23166486433646383,-0.20454187036744997,0.0,2.326416414584117,-0.1656770632199041,170900
19,종근당,2020,Q1,헬스케어,0.2622179475173498,0.09132374570902924,0.25637130513126016,0.0483847817111589,-0.20454187036744997,0.0,2.326416414584117,0.3684488911853843,185750
