,name,year,quarter,sector,Relative Return,당기순이익 변화율,국제유가 변화율,비유동부채 변화율,부채총계 변화율,자본총계 변화율,증자주식수 변화율,Label,Code
14,유한양행,2021,Q2,헬스케어,-0.03154098717449321,-0.08199627245982122,0.131754905184698,0.01863819942966849,-0.17805239540924556,0.013794946769449812,0.0,0.03409547304062605,000100
14,일동제약,2021,Q2,헬스케어,-0.07564943740893487,-4.425607520851872,0.131754905184698,-0.01771609467459412,-0.018706339290387786,-0.0038178547255827144,0.0,0.0830987898190405,000230
14,동아쏘시오홀딩스,2021,Q2,헬스케어,-0.03757965376465787,-1.23558889081461,0.131754905184698,-0.20853053973990776,-0.02835072443426012,0.021990359683409677,0.0,-0.06506281265019764,000640
14,부광약품,2021,Q2,헬스케어,-0.006903933759275696,-2.595067104045656,0.131754905184698,0.029810781737631853,-0.06098177443100816,0.002085427353498037,0.0,-0.3135856335984487,003000
14,영진약품,2021,Q2,헬스케어,-0.11320843568757336,1.4185091866374355,0.131754905184698,0.039771837663012954,0.02957757102797487,-0.03807364146079806,0.0,-0.081472218687278,003520
14,녹십자,2021,Q2,헬스케어,-0.11135039035126715,-0.7635700498473887,0.131754905184698,0.31617415932645576,0.016385174533803726,0.0028710255305222088,0.0,-0.17031195038415256,006280
14,일양약품,2021,Q2,헬스케어,-0.09215167327279107,-0.583226369929486,0.131754905184698,0.19494908975191083,-0.06957641955829252,0.005779779536016161,0.0,-0.08566177905560951,007570
14,서흥,2021,Q2,헬스케어,-0.0024974462839027715,-0.08794900689846874,0.131754905184698,-0.8337598150086749,-0.028947123148701515,0.02933828520280768,0.0,-0.09178981954668936,008490
14,광동제약,2021,Q2,헬스케어,-0.07242752538901487,0.0034060707619509856,0.131754905184698,4.336986898467272,0.06488125378107856,0.011534393725172842,0.0,-0.03217929918736833,009290
14,대웅제약,2021,Q2,헬스케어,-0.012711410130182699,-1.620562147763079,0.131754905184698,-0.3191461898304071,-0.04291709657397669,0.024282632644157642,0.0,-0.14408817416037634,069620
14,한미약품,2021,Q2,헬스케어,-0.031371689926315345,-0.4237882027230213,0.131754905184698,-0.209414930073216,-0.0285540361306158,0.008729796106939247,0.0,-0.08716205512470909,128940
14,동아에스티,2021,Q2,헬스케어,-0.04653119264432603,7.430994493913387,0.131754905184698,-0.2558349159888714,-0.0013129496253222461,0.005439989296488257,0.0,-0.052288847207465745,170900
14,종근당,2021,Q2,헬스케어,0.0025232492542080105,0.8894638772549841,0.131754905184698,0.11027990562593137,-0.03085068474436503,0.036625365919881414,0.0,-0.05969573323686616,185750
