,name,sector,year,quarter,Relative Return,이익잉여금변화율,비유동부채변화율,영업이익변화율,매출액변화율,비유동자산변화율,금리변화율,GDP변화율,실업률변화율,환율변화율,소비자물가지수변화율,특정 증권 등 소유 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,증자주식수변화율,Label,Code
8,Kyungbang,유통,2022,Q3,-0.06870915080982809,-0.008379004323812778,-0.10776939830841803,-0.8787836788425833,0.07761980448442674,0.0034739046051193156,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,0.0,-0.027787134958475512,0.0,-0.027787134958475512,-0.027787134958475734,0.019518304796937613,000050
8,LG_International,유통,2022,Q3,0.09672583858067459,-0.1085253789393481,-0.005205317064289616,-0.08230819093419917,0.015741349033228658,-0.10622636804219554,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.02781965399519959,-0.02781965399519959,-0.02781965399519959,-0.02781965399519959,0.0,0.2873913302144029,001120
8,SK_Networks,유통,2022,Q3,0.05341029092986682,0.007389025361652868,0.046877902808037386,-1.1063122923588038,-0.22239577049688908,0.02174756528149613,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.027868017463915207,0.0,-0.02737554763722172,-0.02672221351805848,0.0,0.014939785327532401,001740
8,Shinsegae,유통,2022,Q3,0.010876354278283096,-0.013282120669054764,0.03670008477939324,0.08999393039674808,0.019572667259696863,-0.03342333810990694,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.027870855647178505,-0.027870855647178505,-0.027870855647178505,-0.027870855647178505,-0.027870855647178283,0.1386239958538482,004170
8,GS_Retail,유통,2022,Q3,0.06558547235622994,-0.022036029698694115,0.05422085437093971,-0.33911879299977143,-0.043534482937262364,-0.005731501211357237,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.027689716982520318,-0.027689716982520318,-0.027689716982520318,-0.027689716982520318,-0.027689716982520318,0.07706695553964116,007070
8,Hotel_Shilla,유통,2022,Q3,0.03390287684785348,-0.003395972145067816,0.004404030033401951,0.5667018741996371,-0.16920275528360285,0.0008885987071524104,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.02779071235791175,-0.02779071235791175,-0.02779071235791175,-0.02779071235791175,0.0,0.09845545652800548,008770
8,Hanssem,유통,2022,Q3,-0.07890105134588826,0.019888489283205302,0.053575073812591745,6.127458942869494,0.04816151477996333,0.021606934779663134,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.027788471888444688,-0.027788471888444688,-0.027788471888444688,-0.027788471888444688,0.0,-0.2577062793755096,009240
8,Lotte_Shopping,유통,2022,Q3,0.24841136828388535,0.0223464078681872,0.02807861126449318,-2.878140684357729,-0.038696142996426985,0.0052478002131235435,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.039179815940581175,-0.0323263504675646,-0.0389634082209902,0.03905637714124022,-0.01177100651712859,-0.08362480797390302,023530
9,Samsung_C&T,유통,2022,Q3,0.24930772682730273,-0.03811583403319063,-0.018060623894256445,-0.33064582170188994,0.006037265121527247,0.04605667774957167,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.07680117151190613,-0.018092715317527874,-0.07681663280132267,-0.017023693102895088,-0.009649066285916108,-0.0766985847913131,028260
8,Daewoo_International,유통,2022,Q3,0.04924585521090674,-0.027089129151369296,-0.07911699121034266,0.3047838773577435,0.24199429902827418,-0.041074537123573895,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.026647288712076778,-0.026647288712076778,-0.026647288712076778,-0.026647288712076778,-0.026647288712076778,0.16594358348271415,047050
8,Hyundai_Department_Store,유통,2022,Q3,0.08815524455779918,-0.011992213197659085,-0.0006487776054142635,-0.03088655184693634,0.05262388411345931,-0.0004511463167640173,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.027727757517810092,-0.027727757517810314,-0.027727757517810092,-0.027727757517810092,-0.027727757517810092,-0.1342331470032947,069960
8,Youngone_Corporation,유통,2022,Q3,-0.027004329910285924,-0.11539122824284576,-0.007661501452558284,-0.24168111044050633,-0.23645011875595912,-0.06700967589535511,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.02781029504618404,-0.027810295046184264,-0.027810295046184264,-0.02781029504618404,-0.02781029504618404,0.24556303606137087,111770
8,Emart,유통,2022,Q3,-0.09045417793460206,-0.023790463889795443,-0.14034074609508385,6.493160743317093,-0.14998035471482596,-0.022514810274801844,-0.0359464250541639,-0.003895125891120621,0.023255813953488302,-0.06411636151380273,-0.09093510066157107,-0.02764027541149683,-0.02764027541149683,-0.02764027541149683,-0.02764027541149705,-0.02764027541149683,-0.12358257691610487,139480
