,name,sector,year,quarter,Relative Return,이익잉여금변화율,비유동부채변화율,영업이익변화율,매출액변화율,비유동자산변화율,금리변화율,GDP변화율,실업률변화율,환율변화율,소비자물가지수변화율,특정 증권 등 소유 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,증자주식수변화율,Label,Code
16,Kyungbang,유통,2020,Q3,0.359479460513127,-0.00806143020514516,0.36185244091729196,-0.09721296418656289,0.05778168170676801,-0.032303611270367405,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,0.0,-0.12126034728849855,0.0,-0.12126034728849833,-0.12126034728849855,-0.22114050170631516,000050
16,LG_International,유통,2020,Q3,0.5573098758526644,-0.021173076396086232,0.05917176719860595,-0.34724321068883945,-0.3070542905212357,-0.002108457330733504,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12114711659607535,-0.12114711659607558,-0.12114711659607558,-0.12114711659607535,0.0,-0.10265671276798077,001120
16,SK_Networks,유통,2020,Q3,-0.14601170130410351,0.01705903838491163,0.04797835250039029,0.5008073196986007,-0.05408242597628066,0.006656084417877461,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12047007296577528,0.0,-0.12431009897203427,-0.1296522912407958,0.0,-0.09409174832066339,001740
16,Shinsegae,유통,2020,Q3,-0.17258860621755853,-0.009363240279764096,0.07168802978120814,-0.9696565362705825,-0.028220953226665513,-0.02862129903459465,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12072845614413752,-0.1207284561441373,-0.1207284561441373,-0.1207284561441373,-0.12072845614413752,-0.14012652994631813,004170
16,GS_Retail,유통,2020,Q3,-0.01612572554386099,-0.030355258045368094,-0.05370708849263339,-0.04464779457532586,-0.06128508792696774,0.008462947187674263,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12102997047375097,-0.12102997047375097,-0.12102997047375075,-0.12102997047375097,-0.12102997047375075,-0.17770045536491486,007070
16,Hotel_Shilla,유통,2020,Q3,-0.17420772855310077,0.047424447512625645,0.016280531382443897,0.42299448947162355,-0.5912288325204258,0.0052538849503679375,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.1212172116893786,-0.1212172116893786,-0.1212172116893786,-0.12121721168937838,0.0,-0.028705663816931834,008770
16,Hanssem,유통,2020,Q3,0.5179272314709278,-0.028167098616134867,0.002817737952386601,0.12597599618708488,0.03671664971083577,0.004258906880782565,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12127521143383047,-0.12127521143383069,-0.12127521143383047,-0.12127521143383069,0.0,0.1038266807959497,009240
16,Lotte_Shopping,유통,2020,Q3,-0.13437524207232543,-0.019574676436266536,0.00892567228185781,1.689560691019217,-0.06528038463471142,0.008294927239187566,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.23160187640334273,-0.15582353626653234,-0.22866408863596832,0.05063604155795576,-0.041873177720283206,-0.11788604864949057,023530
17,Samsung_C&T,유통,2020,Q3,0.12389099383417712,-0.021604870423230116,-0.08027863483920106,0.02284417242272263,-0.016285871064323,-0.08364083329605188,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.25484049601932246,-0.10622788560211105,-0.2549112532380273,-0.10474282071254137,-0.09511664260204977,-0.1917537745045275,028260
16,Daewoo_International,유통,2020,Q3,0.04974525191966386,-0.03387815916192349,0.051483393582663295,0.29073328499659257,0.037673793221622676,0.005521771466656777,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.12004165223770058,-0.12004165223770058,-0.12004165223770058,-0.12004165223770058,-0.12004165223770058,-0.135898471009739,047050
16,Hyundai_Department_Store,유통,2020,Q3,-0.22174201945947603,-0.0073226998728372905,-0.004586910014951373,-1.6715995401047326,-0.02147977144093982,0.0005396697787936056,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.1207912581756021,-0.12079125817560232,-0.12079125817560232,-0.1207912581756021,-0.12079125817560232,-0.10358614361832552,069960
16,Youngone_Corporation,유통,2020,Q3,-0.03331906648504354,-0.046460487334438305,-0.07389517535749279,-0.6924452523052831,-0.61119668862503,-0.03437674334460228,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.1212613421306663,-0.12126134213066653,-0.12126134213066653,-0.12126134213066653,-0.1212613421306663,-0.004632683751810307,111770
16,Emart,유통,2020,Q3,-0.1957904623660504,-0.030381552933808953,-0.0596277546689552,10.36849132572529,-0.19230718453012696,-0.009098725988406331,0.01328671328671327,-0.022088428967425466,0.032258064516129115,0.026207921096291442,-29.267844017171594,-0.11947056320767047,-0.11947056320767047,-0.11947056320767024,-0.11947056320767047,-0.11947056320767047,0.2418643322247623,139480
