,name,sector,year,quarter,Relative Return,이익잉여금변화율,비유동부채변화율,영업이익변화율,매출액변화율,비유동자산변화율,금리변화율,GDP변화율,실업률변화율,환율변화율,소비자물가지수변화율,특정 증권 등 소유 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,증자주식수변화율,Label,Code
9,Kyungbang,유통,2022,Q2,0.23943901702084805,-7.355989265178664e-05,0.02764048822019749,0.5707094221004252,0.05819065838904869,0.008333519006654466,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,0.0,-0.05654429121719562,0.0,-0.05654429121719562,-0.0565442912171954,-0.06870915080982809,000050
9,LG_International,유통,2022,Q2,0.3601081620022607,-0.09673471851745763,0.13049116948738015,-1.554741383394147,0.03287698299501984,-0.03478598835723301,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05652328101790682,-0.05652328101790682,-0.05652328101790682,-0.05652328101790682,0.0,0.09672583858067459,001120
9,SK_Networks,유통,2022,Q2,0.01967806084554924,-0.008853734949914926,-0.046943843884874825,0.6139375801624626,0.22771756672667431,0.025365441119173493,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05590599471902857,0.0,-0.05912838392317599,-0.06343383764793509,0.0,0.05341029092986682,001740
9,Shinsegae,유통,2022,Q2,0.09528060117926389,-0.014496110882338487,0.11508206094871887,0.05452269335644533,-0.05425746572301349,0.003847980353797631,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05619538931253043,-0.05619538931253043,-0.05619538931253043,-0.05619538931253065,-0.05619538931253065,0.010876354278283096,004170
9,GS_Retail,유통,2022,Q2,0.012015940097771127,-0.02539248880909728,-0.12765147657258913,-0.7431357974334216,-0.08699199469379981,-0.01021545907737309,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.056460041912954395,-0.056460041912954395,-0.056460041912954395,-0.056460041912954395,-0.056460041912954395,0.06558547235622994,007070
9,Hotel_Shilla,유통,2022,Q2,0.11251789742797272,-0.050124293839934,-0.12003808368956115,-2.4732293553878097,-0.021533142558468832,0.008235003477459757,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.056533352681785054,-0.056533352681785054,-0.056533352681785054,-0.056533352681785054,0.0,0.03390287684785348,008770
9,Hanssem,유통,2022,Q2,0.002515940097771119,0.007085988190537074,0.01731052241063491,0.6819184810434538,0.05787069983891746,0.004476397768920948,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05654140271985586,-0.05654140271985586,-0.05654140271985608,-0.05654140271985586,0.0,-0.07890105134588826,009240
9,Lotte_Shopping,유통,2022,Q2,0.17806287023185724,-0.0003368551069595771,0.05750008594926492,0.5424229086404633,-0.01961706752733816,0.0031076472638208452,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.08735495934722493,-0.06825187064024596,-0.08674933075206859,0.09453417468041803,-0.015527424343537488,0.24841136828388535,023530
10,Samsung_C&T,유통,2022,Q2,0.025497108307155097,-0.036238346166159285,0.053521589602397834,0.0465344511398883,0.01744697717620214,0.05988833170691854,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.18333322769320604,-0.034511754372504866,-0.1833780607894533,-0.03214808557951776,-0.01613206325866723,0.24930772682730273,028260
9,Daewoo_International,유통,2022,Q2,0.03076645064916663,-0.05946971352185759,0.10245838511478444,-0.4857862442136629,-0.15879546554917012,-0.01177746506315236,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05700857763899059,-0.05700857763899081,-0.057008577638990365,-0.05700857763899059,-0.05700857763899059,0.04924585521090674,047050
9,Hyundai_Department_Store,유통,2022,Q2,0.09011992489801761,-0.012919485003357822,-0.0568934262817995,0.08711617637202995,-0.09141080686583325,-0.15855969359637756,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05668217574716805,-0.05668217574716805,-0.05668217574716805,-0.05668217574716805,-0.05668217574716805,0.08815524455779918,069960
9,Youngone_Corporation,유통,2022,Q2,0.1812908688726999,-0.08600646957802849,0.26737415505406814,-0.39362706136670034,-0.36825445344722474,-0.03927332089948288,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05654863995705406,-0.05654863995705406,-0.05654863995705406,-0.05654863995705406,-0.05654863995705406,-0.027004329910285924,111770
9,Emart,유통,2022,Q2,0.007070595968216464,0.011648940849734335,-0.028631998189261765,1.2085319305740236,0.06638543155912258,0.0035586076071320027,-0.2746673361787626,-0.007975770342554478,0.033707865168539186,-0.045732630383092276,-0.38636857995042173,-0.05522912307115102,-0.05522912307115124,-0.05522912307115102,-0.05522912307115124,-0.05522912307115124,-0.09045417793460206,139480
